return_date,return_reason_group,shippedat,shipped_fc,invoicenumber,CATE2,cate5,skuseq,name,RTO_Flag,QAID,QA_Worker,ARC_Center,pack_workerid,batchjobid,locationname,stationname,actual_boxcategory,actual_boxname,unit,reasondetail
2025-03-09,Missing,3/8/25 14:18:17,ECH2,10285380218890,패션잡화,목걸이,42838133,삼각 볼드 롱사이즈 네크리스 / 골드,N,,,,rw_136_robotagent5,892571488,2.5F Autobag Nunit,2.5F_Autobag_robottmp 05,ROBOT_PB,R.Arm2,1,상품누락
2025-03-09,Missing,3/8/25 15:34:32,ECH2,10285395088780,뷰티,클렌징오일/워터/크림,43779432,클린 잇 제로 포어 클래리파잉 클렌징밤 180ML,N,,,,rw_136_robotagent3,892638225,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 15:48:47,ECH2,10285394572773,완구/취미,그림 DIY,41918003,동아피엠에스 사각 레인보우 스크래치 페이퍼,N,,,,rw_136_robotagent3,892643897,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 15:59:08,ECH2,10285397384603,가구/홈인테리어,커튼부자재,40266895,감성다는남자 커튼봉 브라켓 25mm 15mm 겸용 화이트3개입,N,,,,rw_136_robotagent3,892635111,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 19:18:56,ECH2,10285402143575,뷰티,메이크업베이스,11357732,조성아TM 물분크림 7X,N,,,,rw_136_robotagent3,892685294,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 20:07:24,ECH2,10285407374244,뷰티,자외선차단제,23466521,닥터지 그린 마일드 업 선 플러스 35ml,N,,,,rw_136_robotagent3,892787468,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 20:18:58,ECH2,10285410384955,문구/사무용품,샤프심,8594037,"[자바펜] 나노블랙 ONE 0.5mm B, 샤프심, 6개",N,,,,rw_136_robotagent3,892796437,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 20:33:24,ECH2,10285395494581,가전디지털,이어폰,42755822,아이리버 ISE-30C / 화이트 ISE-30C,N,,,,rw_136_robotagent3,892806223,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 21:04:13,ECH2,10285405308555,주방용품,수저받침,47865441,에이드엘 실리콘 수저받침 6P 스프링,N,,,,rw_136_robotagent3,892813715,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,포장이 뜯어진 채 빈 비닐만 배송됨
2025-03-09,Missing,3/8/25 21:09:51,ECH2,10285410041233,패션잡화,라이터/담배케이스,54319125,고급 방풍 투명탱크 커플 생일 선물용 개인용 라이터 케이스 / 블루 아크(골드),N,,,,rw_136_robotagent2,892798322,2.5F Autobag Nunit,2.5F_Autobag_robottmp 02,ROBOT_PB,R.Arm2,1,빈비닐 배송됨
2025-03-09,Missing,3/8/25 21:32:29,ECH2,10285398652115,가전디지털,휴대폰액세서리,34528061,바우아토 맥세이프 그립톡 / 비비드레드,N,,,,rw_136_robotagent3,892848508,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 22:09:57,ECH2,10285398637220,자동차용품,키홀더,50332780,플러그인 / 베이지 H-10,N,,,,rw_136_robotagent3,892886706,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈 비닐만 배송 / 비닐 훼손
2025-03-09,Missing,3/8/25 22:10:44,ECH2,10285417989361,식품,다이어트식품,50977706,푸드올로지 콜레올로지컷 PRO 다이어트케어 / 1개 30정,N,,,,rw_136_robotagent3,892886706,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 23:17:51,ECH2,10285412215304,식품,다이어트식품,44433414,푸드올로지 맨올로지컷 프로 PRO / 1개 80정,N,,,,rw_136_robotagent3,892896307,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈봉지 배송됨
2025-03-09,Missing,3/8/25 23:19:15,ECH2,10285417354855,생활용품,치약,42263065,"[민티드] 프리미엄 고체치약 리필형 90정 (1.5개월분), 1개, 63g / 1개 63g",N,,,,rw_136_robotagent3,892896307,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 23:25:01,ECH2,10285411791034,생활용품,기타세탁세제류,37673522,생활공식 초강력 신발클리너 25p,N,,,,rw_136_robotagent3,892907785,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 23:25:45,ECH2,10285409905422,생활용품,기타수납및정리용품,52713329,엔더 초강력 실리콘 틈새차단 방수 단면 테이프 투명 1개,N,,,,rw_136_robotagent3,892907785,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 23:40:54,ECH2,10285410377012,문구/사무용품,문구용칼,44488839,화신 253 커터칼 대,N,,,,rw_136_robotagent5,892946447,2.5F Autobag Nunit,2.5F_Autobag_robottmp 05,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 23:42:29,ECH2,10285419376492,자동차용품,열쇠고리,38842888,엑스비지 하트 벌룬도그 키링 / 블랙,N,,,,rw_136_robotagent3,892943966,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,봉투 끝이 열려있고 빈봉투로 배송됨
2025-03-09,Missing,3/8/25 23:44:35,ECH2,10285409965132,가전디지털,전기면도기액세서리,44697935,브라운 5시리즈 52S 52B 면도날 호환용 / 52S(실버),N,,,,rw_136_robotagent3,892907562,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 23:44:38,ECH2,10285412278956,뷰티,네일 도구/소품,51496789,한투스 손톱깎이 세트  ST301 / 1세트 블랙+레드+줄2개,N,,,,rw_136_robotagent5,892946447,2.5F Autobag Nunit,2.5F_Autobag_robottmp 05,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/8/25 23:45:52,ECH2,10285417671981,뷰티,자외선차단제,7981733,AHC 내추럴 퍼펙션 프레쉬 선 스틱 22g,N,,,,rw_136_robotagent3,892907562,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 00:08:39,ECH2,10285427012884,뷰티,틴트/립글로스,49630931,쥬시 베리 플럼핑 립오일 / 1개 4g 00 프로즌 베리,N,,,,rw_136_robotagent3,892981078,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 00:48:53,ECH2,10285409773645,패션의류,기타속옷용품,46199400,바이트 브래지어 연장 후크 3단 6종색상 / 5.8x5cm 6개,N,,,,rw_136_robotagent3,893019422,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 01:09:23,ECH2,10285434923061,뷰티,립케어,2222372,버츠비 모이스춰라이징 립 밤 허니 4.25g,N,,,,rw_136_robotagent3,893051634,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 01:13:29,ECH2,10285437042473,식품,기타건강식품,54146968,ER Hana 이알하나 갱년기 여성 80mg / 1개 28정,N,,,,rw_136_robotagent3,893043409,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 01:23:24,ECH2,10285428743925,문구/사무용품,수정테이프,50005311,문화 화이트 수정테이프 1개,N,,,,rw_136_robotagent3,893062689,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 01:36:36,ECH2,10285425336465,가전디지털,이어폰,42755822,아이리버 ISE-30C / 화이트 ISE-30C,N,,,,rw_136_robotagent3,893066449,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 02:15:27,ECH2,10285433819010,뷰티,틴트/립글로스,11109134,에뛰드 디어달링워터틴트 2호 체리에이드,N,,,,rw_136_robotagent3,893100342,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 02:34:05,ECH2,10285415682021,생활용품,샤워기필터,41074583,쁘띠럽 여행용 샤워 필터 샤워기 / 1개 샤워 헤드 필터 총 4개,N,,,,rw_136_robotagent3,893112503,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈 비닐
2025-03-09,Missing,3/9/25 03:26:41,ECH2,10285425855272,뷰티,립스틱,3003273,머지 더 퍼스트 립스틱 L2.LOOK AT ME 룩앳미 1개,N,,,,rw_136_robotagent3,893132367,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈봉지
2025-03-09,Missing,3/9/25 03:29:12,ECH2,10285421899664,뷰티,블러셔/하이라이터/섀딩,15608785,[독일직수입] 캐트리스 모어 댄 글로우 하이라이터 5.9g 010 얼티매트 플리태늄 글레이즈,N,,,,rw_136_robotagent3,893140145,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 03:34:28,ECH2,10285435989990,식품,비타민,325178,종근당 비타민D 1000 IU 400mg*90정(36g),N,,,,rw_136_robotagent3,893142843,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 03:50:33,ECH2,10285408597774,뷰티,립스틱,12121197,원나잇 립스틱 4호 청담동 코랄,N,,,,rw_136_robotagent3,893147566,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 08:24:28,ECH2,10285442821010,뷰티,미용비누,47803159,비누_체리블라썸 향 90g,N,,,,rw_136_robotagent3,893171384,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈비닐만 배송됨
2025-03-09,Missing,3/9/25 08:40:28,ECH2,10285443244145,식품,과일음료,5342025,레이지 레몬주스,N,,,,rw_136_robotagent3,893180633,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-09,Missing,3/9/25 08:51:31,ECH2,10285442100253,뷰티,클렌징오일/워터/크림,44315569,클린 잇 제로 카밍 클렌징밤 100ML,N,,,,rw_136_robotagent3,893184457,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/8/25 16:03:38,ECH2,10285396428635,뷰티,페이스파우더/팩트,15809752,"바닐라코 프라임 프라이머 피니쉬 파우더 미니 5g, 1개",N,,,,rw_136_robotagent3,892646768,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/8/25 16:48:05,ECH2,10285394563570,스포츠/레저용품,셔틀콕,9377975,프로모릭스 일반형 깃털 셔틀콕 3입,N,,,,rw_136_robotagent3,892674924,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/8/25 19:42:57,ECH2,10285400116666,뷰티,일반네일/매니큐어,11960189,"위드샨 60초 건조네일 매니큐어 베이스코트, 1개, 베이스코트 15ml",N,,,,rw_136_robotagent3,892664575,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈 포장지만 배송
2025-03-10,Missing,3/8/25 20:22:01,ECH2,10285412633893,패션잡화,머리핀/머리끈,40451225,[로르블랑] 젤리 똑딱핀 (40개set) / 옵션2. 비비드 40P,N,,,,rw_136_robotagent3,892798018,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,비닐이 뜯어진채배송/ 상품없어짐
2025-03-10,Missing,3/8/25 21:21:18,ECH2,10285413450874,생활용품,욕실수납용품,15590993,코멧홈 스테인레스 드라이기 거치대 + 코드 홀더,N,,,,rw_136_robotagent3,892845216,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/9/25 00:21:48,ECH2,10285405491620,가전디지털,터치펜/액세서리,32192205,"로랜텍 애플펜슬 펜촉 반영구 메탈 샤프 팁스 프로 3세대 / 2세대 / 1세대, 화이트",N,,,,rw_136_robotagent3,892968350,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈 박스
2025-03-10,Missing,3/9/25 00:45:24,ECH2,10285434313416,뷰티,자외선차단제,54479008,헤아림 래디언스 토닝 선크림 미백 톤업 / 1개 45ml,N,,,,rw_136_robotagent3,893019422,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈비닐배송
2025-03-10,Missing,3/9/25 01:09:31,ECH2,10285431684441,뷰티,마스크/팩,26987934,에뛰드 진저슈가 오버나이트 립 마스크 23G,N,,,,rw_136_robotagent3,893051634,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,빈봉투로 배송됨
2025-03-10,Missing,3/9/25 01:29:54,ECH2,10285437949555,패션잡화,기타시즌잡화,53255221,퍼니펀 체크 왕 리본 진주 꽃 신발 꾸미기 파츠 세트 / 퍼비츠 FSSET-23,N,,,,rw_136_robotagent3,893052421,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,ㅁ
2025-03-10,Missing,3/9/25 08:06:59,ECH2,10285441426971,뷰티,헤어트리트먼트/팩/앰플,35934073,피노 프리미엄 터치 헤어 마스크 비 230g,N,,,,rw_136_robotagent3,893153970,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/9/25 08:25:56,ECH2,10285443129931,패션잡화,기타쥬얼리,53031693,VARAM 써지컬연장체인 / 블랙,N,,,,rw_136_robotagent3,893171384,2.5F Autobag Nunit,2.5F_Autobag_robottmp 03,ROBOT_PB,R.Arm2,1,.
2025-03-10,Missing,3/9/25 11:04:01,ECH2,10285448550215,뷰티,마스카라,2023543,에뛰드하우스 청순 거짓 브라우 카라  4.5g 4호 내추럴 브라운,N,,,,rw_136_robotagent2,893252443,2.5F Autobag Nunit,2.5F_Autobag_robottmp 02,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/9/25 15:11:48,ECH2,10285464856682,완구/취미,유아용점토/클레이,45577214,아모스 아이슬라임 300g 투명,N,,,,rw_136_robotagent7,893356308,2.5F Autobag Nunit,2.5F_Autobag_robottmp 07,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/10/25 00:05:27,ECH2,10285508252865,출산/유아,기타유모차액세서리,35345675,오가닉팩토리 다용도 유모차 블랭킷 클립 블랙(2P),N,,,,rw_136_robotagent7,893755293,2.5F Autobag Nunit,2.5F_Autobag_robottmp 07,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/10/25 00:09:59,ECH2,10285506452336,뷰티,헤어 브러쉬,6003515,다슈 데일리 스칼프 스케링링 샴푸 브러쉬,N,,,,rw_136_robotagent6,893763687,2.5F Autobag Nunit,2.5F_Autobag_robottmp 06,ROBOT_PB,R.Arm2,1,
2025-03-10,Missing,3/10/25 09:03:54,ECH2,10285514223272,뷰티,마스카라,16724169,"에뛰드 NEW 컬픽스 마스카라 7.5g, 01 블랙",N,,,,rw_136_robotagent5,893984665,2.5F Autobag Nunit,2.5F_Autobag_robottmp 05,ROBOT_PB,R.Arm2,1,누락
