return_date,return_reason_group,shippedat,shipped_fc,invoicenumber,CATE2,cate5,skuseq,name,RTO_Flag,QAID,QA_Worker,ARC_Center,pack_workerid,batchjobid,locationname,stationname,actual_boxcategory,actual_boxname,unit,reasondetail,
2025-03-20,Wrong,3/18/25 20:22:31,ECH2,10286144004371,생활용품,기타가정용품,56024165,"위플랩 미니 백팩 인형 키링 열쇠고리, 블랙 1개",N,,,,rw_136_robotagent7,900655964,2.5F Autobag Nunit,2.5F_Autobag_robottmp 07,ROBOT_PB,R.Arm2,1,가 주문한 상품과 아예 다른 상품이 배송됨,
2025-03-20,Wrong,3/19/25 10:18:39,ECH2,10286187687893,뷰티,쿠션,46326649,루나 블러 커버 쿠션 미니 5g (SPF 40 PA++) 1호 바닐라,N,,,,rw_136_robotagent4,901101317,2.5F Robot arm,136_2M1_AB_RA_OG_04,ROBOT_PB,R.Arm2,1,다른쿠션리필,
2025-03-20,Wrong,3/19/25 12:51:55,ECH2,10286188818776,뷰티,컨실러,18577910,"루나 롱래스팅 팁컨실러 0.7호(아이보리), 1개",N,,,,rw_136_robotagent2,901174765,2.5F Robot arm,136_2M1_AB_RA_OG_02,ROBOT_PB,R.Arm2,1,바닐라1호,
2025-03-20,Wrong,3/19/25 23:31:47,ECH2,10286235113744,뷰티,자외선차단제,46812828,달바 워터풀 톤업 퍼플 선크림 50ml(SPF50+),N,,,,rw_136_robotagent3,901572021,2.5F Robot arm,136_2M1_AB_RA_OG_03,ROBOT_PB,R.Arm2,1,"108동 1003호로 갈 상품이 배송됨.

주문 제품은 오지 않음",
2025-03-21,Wrong,3/12/25 12:51:00,ECH2,10285686827754,뷰티,쿠션,52553182,[본사직영] 이지듀 멜라 비 토닝 기미 앰플 쿠션 / 1개 19호 페어,N,,,,rw_136_robotagent1,895744044,2.5F Autobag Nunit,2.5F_Autobag_robottmp 01,ROBOT_PB,R.Arm2,1,21호가 왔어요,
2025-03-21,Wrong,3/18/25 21:48:47,ECH2,10286152749843,완구/취미,자동차/미니카,50640923,킨스마트 포드 F150 랩터 슈퍼크루 머디 블루 KT5365Y,N,,,,rw_136_robotagent7,900730567,2.5F Autobag Nunit,2.5F_Autobag_robottmp 07,ROBOT_PB,R.Arm2,1,"킨스마트 스바루 임프레자 WRC 2007 자동차 작동완구 KT5328Y
이걸로 배송됨 ㅡㅡ 두번시켜도 두번다 다른상품임",
2025-03-21,Wrong,3/19/25 03:13:24,ECH2,10286157178441,뷰티,바디미스트/샤워코롱,9908562,바디홀릭 민트포션 바디미스트 50ml,N,,,,rw_136_robotagent2,900996941,2.5F Autobag Nunit,2.5F_Autobag_robottmp 02,ROBOT_PB,R.Arm2,1,다른 색상 새 제품이왔어요,
2025-03-21,Wrong,3/19/25 14:03:03,ECH2,10286192171603,가전디지털,기타음향액세서리,56847299,HS&D 레드리본 에어팟 케이스 / 에어팟프로2세대,N,,,,rw_136_robotagent4,901208175,2.5F Robot arm,136_2M1_AB_RA_OG_04,ROBOT_PB,R.Arm2,1,"2세댄데 안맞음
1세대가 온 것 같음",
2025-03-21,Wrong,3/19/25 14:12:46,ECH2,10286187508531,패션잡화,목걸이,46848612,블루씨티 데코 컬러믹스 비즈 목걸이 / 그레이,N,,,,rw_136_robotagent6,901209495,2.5F Robot arm,136_2M1_AB_RA_OG_06,ROBOT_PB,R.Arm2,1,다른 상품으로 배송되었습니다,
2025-03-21,Wrong,3/19/25 14:48:30,ECH2,10286201495640,식품,기타건강식품,26948940,프리미엄 콘드로이친 스트롱 / 1개 60정,N,,,,rw_136_robotagent1,901233938,2.5F Robot arm,136_2M1_AB_RA_OG_01,ROBOT_PB,R.Arm2,1,곡물 발효 효소로 오배송,
2025-03-21,Wrong,3/19/25 19:18:47,ECH2,10286212736225,완구/취미,자동차/미니카,50640923,킨스마트 포드 F150 랩터 슈퍼크루 머디 블루 KT5365Y,N,,,,rw_136_robotagent4,901379559,2.5F Robot arm,136_2M1_AB_RA_OG_04,ROBOT_PB,R.Arm2,1,"킨스마트 스바루 임프레자 WRC 2007 자동차 작동완구 KT5328Y
이걸로 배송됨 ㅡㅡ",
2025-03-21,Wrong,3/19/25 19:22:42,ECH2,10286205121846,뷰티,젤네일/젤폴리쉬,47741459,모스티브 진짜 오버탑 / 1개 12ml,N,,,,rw_136_robotagent6,901379983,2.5F Robot arm,136_2M1_AB_RA_OG_06,ROBOT_PB,R.Arm2,1,스마트워치 풀커버 강화유리 케이스가 배송됨,
2025-03-21,Wrong,3/19/25 19:45:37,ECH2,10286210200733,가전디지털,충전케이블,52106695,[neonp] 1+1 삼성 전용 USB C타입 고속 충전케이블 / 2개 200cm 혼합,N,,,,rw_136_robotagent7,901400609,2.5F Robot arm,136_2M1_AB_RA_OG_07,ROBOT_PB,R.Arm2,1,핸드폰 충전기 선을 구매했는데 뭔지도 모를 물건이 왔습니다,
2025-03-21,Wrong,3/20/25 00:29:53,ECH2,10286237276151,완구/취미,캐치볼,54956517,스내피 스퀴시 스트레스 볼 / 1개 옐로우,N,,,,rw_136_robotagent1,901631224,2.5F Robot arm,136_2M1_AB_RA_OG_01,ROBOT_PB,R.Arm2,1,카렐로와 헷갈림,
2025-03-21,Wrong,3/20/25 02:17:28,ECH2,10286221709514,생활용품,철물용품,56387219,실속간편 일반 나사세트(12/16/22/32mm),N,,,,rw_136_robotagent7,901721000,2.5F Robot arm,136_2M1_AB_RA_OG_07,ROBOT_PB,R.Arm2,1,ㅇ,
2025-03-21,Wrong,3/20/25 09:55:23,ECH2,10286258559323,가전디지털,기타음향액세서리,42359351,HS&D 펭귄 에어팟 케이스 1/2세대 에어팟프로 케이스 / 에어팟1/2세대,N,,,,rw_136_robotagent1,901854413,2.5F Robot arm,136_2M1_AB_RA_OG_01,ROBOT_PB,R.Arm2,1,에어팟2세대 케이스를 주문했는데 에어팟1/2세대 케이스가 옴,
2025-03-22,Wrong,3/19/25 21:43:55,ECH2,10286210237704,가전디지털,마우스,30851083,UB 휴대용 슬림 블루투스 무선 마우스 / 블랙,N,,,,rw_136_robotagent1,901492755,2.5F Robot arm,136_2M1_AB_RA_OG_01,ROBOT_PB,R.Arm2,1,키보드 케이스 다른옵션으로와서 해당건도 반품요청,
2025-03-22,Wrong,3/19/25 21:56:51,ECH2,10286227639461,자동차용품,차량용멀티소켓,46369319,CAR CHARGER / 2구 1개 C + C,N,,,,rw_136_robotagent2,901494121,2.5F Robot arm,136_2M1_AB_RA_OG_02,ROBOT_PB,R.Arm2,1,Usbc 타입이 안오고 cc 타입이옴,
2025-03-22,Wrong,3/20/25 00:48:33,ECH2,10286234069753,문구/사무용품,메모지,50075241,마다꾸미 투명 포스트잇 오답노트 점착식 메모지 07.L사이즈 100장,N,,,,rw_136_robotagent6,901647685,2.5F Robot arm,136_2M1_AB_RA_OG_06,ROBOT_PB,R.Arm2,1,"투명 포스트잇이 아니고
포토카드 슬리브같은것이 왔습니다.",
2025-03-22,Wrong,3/20/25 13:45:06,ECH2,10286269409511,뷰티,향수,15394006,"(5g 쁘리디망 고체 향수) 지속력 좋은 살냄새 명품 고급 수제 니치 바르는 스틱, 7. 샹스 오 땅드르",N,,,,rw_136_robotagent7,901950907,2.5F Robot arm,136_2M1_AB_RA_OG_07,ROBOT_PB,R.Arm2,1,사용했던 제품이랑 다름,
2025-03-22,Wrong,3/20/25 13:57:37,ECH2,10286267009351,문구/사무용품,메모지,50075241,마다꾸미 투명 포스트잇 오답노트 점착식 메모지 07.L사이즈 100장,N,,,,rw_136_robotagent7,901958621,2.5F Robot arm,136_2M1_AB_RA_OG_07,ROBOT_PB,R.Arm2,1,사진과 같은 포스트잇이 와야되는데 투명봉투같은 이상한게 왔어요,
2025-03-22,Wrong,3/21/25 00:46:34,ECH2,10286315065762,가전디지털,휴대폰액세서리,46249982,"구스페리 동물 아크릴 톡 휴대폰 거치대,24수줍은곰돌이",N,,,,rw_136_robotagent6,902400281,2.5F Robot arm,136_2M1_AB_RA_OG_06,ROBOT_PB,R.Arm2,1,저는 스마트폰 그립톡을 주문했는데 신발 장식이 왔네요.,
2025-03-22,Wrong,3/21/25 01:33:13,ECH2,10286310880370,패션잡화,키높이깔창 [미사용],27055631,메이크마인 실리콘 반패드 남성(여성) 키높이 히든 쿠션 신발 깔창 3.5cm 그레이 (여성용),N,,,,rw_136_robotagent1,902452020,2.5F Robot arm,136_2M1_AB_RA_OG_01,ROBOT_PB,R.Arm2,1,다른상품이 왔어요,
2025-03-22,Wrong,3/21/25 14:09:25,ECH2,10286336396151,패션잡화,반지,40676489,STR010 4미리 라운드 반지 / 골드 #11,N,,,,rw_136_robotagent3,902700330,2.5F Robot arm,136_2M1_AB_RA_OG_03,ROBOT_PB,R.Arm2,1,귀걸이,
2025-03-22,Wrong,3/21/25 21:15:55,ECH2,10286361500170,주방용품,양념통,30146052,"바른미각 BPA FREE 사각 양개형 양념통 1개, 500ml",N,,,,rw_136_robotagent6,902971423,2.5F Robot arm,136_2M1_AB_RA_OG_06,ROBOT_PB,R.Arm2,1,프릴 세제,
